path,bytes,classification,reason,action
apps/api/alembic/versions/0001_initial_schema.py,5345,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/alembic/versions/0002_rls_policies.py,7483,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/alembic/versions/0003_cognitive_substrate.py,15149,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/alembic/versions/0004_shared_orbit.py,21788,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/alembic/versions/0005_ai_readiness.py,5750,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/alembic/versions/0006_quiet_sound_default.py,511,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/alembic/versions/0007_nur_omega_research_layer.py,11116,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/alembic/versions/0008_omega_v1_review_queue.py,3218,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/alembic/versions/0009_feature_lock_profile_preferences.py,1241,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/alembic/versions/0010_product_surfaces_i18n.py,7702,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/alembic/versions/0011_track_a_glow_translation.py,7129,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/alembic/versions/0012_sol_living_system.py,11542,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/alembic/versions/0013_map_feasibility.py,3440,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/alembic/versions/0014_am_projects.py,9069,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/alembic/versions/0015_live_intelligence.py,8884,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/alembic/versions/0016_group_nur.py,9818,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/alembic/versions/0017_community_glow.py,2471,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/alembic/versions/0018_council_demo_markers.py,899,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/alembic/versions/0019_consultations.py,8153,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/alembic/versions/0020_notifications.py,2741,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/alembic/versions/0021_talk_stream_idempotency.py,807,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/alembic/versions/0022_password_recovery.py,2975,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/alembic/versions/0023_personal_memory_spine.py,12121,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/alembic/versions/0024_teach_nur_pipeline.py,12991,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/alembic/versions/0025_billing_revenue_spine.py,14250,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/alembic/versions/0026_glow_progression_spine.py,34182,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/alembic/versions/0027_translation_contract.py,4033,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/alembic/versions/0028_community_moderation.py,28815,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/alembic/versions/0029_group_research.py,26986,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/alembic/versions/0030_project_execution_storage.py,8146,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/alembic/versions/0031_six_star_systems.py,9825,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/__init__.py,0,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/ai/__init__.py,0,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/ai/audit.py,973,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/ai/budget.py,1236,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/ai/errors.py,2663,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/ai/openai_provider.py,12715,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/ai/prompts.py,2555,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/ai/provider.py,1808,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/ai/redaction.py,777,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/ai/schemas.py,1965,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/ai/structured_outputs.py,1077,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/api/__init__.py,0,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/api/deps.py,2858,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/api/health.py,2884,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/api/v1/__init__.py,0,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/api/v1/auth.py,3938,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/api/v1/capsules.py,12723,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/api/v1/cognition.py,26830,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/api/v1/community.py,29257,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/api/v1/community_moderation.py,20548,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/api/v1/community_social.py,24589,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/api/v1/consultations.py,14583,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/api/v1/feasibility.py,12931,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/api/v1/glow.py,21431,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/api/v1/group_research.py,59667,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/api/v1/hypotheses.py,8977,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/api/v1/insights.py,15788,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/api/v1/living.py,40499,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/api/v1/map.py,29507,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/api/v1/memory.py,10178,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/api/v1/notifications.py,7525,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/api/v1/ops.py,4202,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/api/v1/orbits.py,20864,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/api/v1/password_recovery.py,3853,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/api/v1/product_surfaces.py,18712,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/api/v1/profile.py,3795,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/api/v1/projects.py,47603,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/api/v1/timeline.py,15147,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/api/v1/translations.py,17888,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/api/v1/universe.py,23360,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/billing/__init__.py,61,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/billing/entitlements.py,1707,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/billing/providers.py,6921,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/billing/routes.py,7612,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/billing/schemas.py,2458,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/billing/service.py,40624,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/cognition/__init__.py,0,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/cognition/correction_service.py,1012,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/cognition/cycle.py,2882,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/cognition/evaluation_service.py,550,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/cognition/evidence_packet.py,288,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/cognition/hybrid_retrieval.py,816,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/cognition/intelligence_kernel.py,16516,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/cognition/memory_candidate_service.py,1930,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/cognition/memory_service.py,5822,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/cognition/model_gateway.py,1791,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/cognition/personal_memory_service.py,18276,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/cognition/prediction_service.py,808,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/cognition/provenance.py,2770,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/cognition/response_composer.py,466,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/cognition/retrieval_policy.py,517,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/cognition/schemas.py,1009,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/cognition/streaming.py,8502,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/cognition/task_router.py,634,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/cognition/verifier.py,4017,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/community/__init__.py,41,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/community/access.py,4427,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/core/__init__.py,0,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/core/config.py,16411,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/core/logging.py,1675,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/core/security.py,3541,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/db/__init__.py,0,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/db/base.py,83,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/db/rls.py,1054,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/db/seed.py,1121,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/db/session.py,1093,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/i18n/__init__.py,56,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/i18n/catalog.py,3879,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/i18n/provider.py,6327,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/intelligence/__init__.py,87,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/intelligence/evaluation.py,11568,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/intelligence/routes.py,2113,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/intelligence/schemas.py,2134,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/intelligence/service.py,3408,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/learning/__init__.py,61,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/learning/routes.py,4479,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/learning/safety.py,5629,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/learning/schemas.py,5248,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/learning/service.py,30042,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/living/__init__.py,62,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/living/catalog.py,7618,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/living/service.py,22019,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/main.py,7598,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/models/__init__.py,4278,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/models/_mixins.py,997,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/models/audit.py,1086,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/models/billing.py,8695,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/models/cognition.py,16031,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/models/community.py,11963,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/models/community_social.py,7543,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/models/consent.py,1001,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/models/engagement.py,26181,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/models/events.py,1339,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/models/group_research.py,14274,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/models/intelligence.py,8023,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/models/learning.py,9588,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/models/living.py,9877,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/models/memory.py,4534,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/models/omega.py,14254,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/models/orbit.py,2108,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/models/password_recovery.py,1792,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/models/product.py,5038,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/models/profile.py,1755,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/models/projects.py,11947,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/models/session.py,948,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/models/sharing.py,7192,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/models/user.py,966,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/observability/__init__.py,63,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/observability/metrics.py,725,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/omega/__init__.py,249,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/omega/claim_service.py,3737,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/omega/confirmation_policy.py,1600,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/omega/consolidation_service.py,7984,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/omega/contradiction_service.py,4264,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/omega/due_owner_service.py,788,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/omega/evaluation_cases_runner.py,1988,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/omega/evaluators.py,538,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/omega/evidence_graph.py,1772,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/omega/experience_service.py,2832,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/omega/export_service.py,2379,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/omega/learning_proposal_service.py,2556,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/omega/prediction_ledger.py,2463,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/omega/prompts.py,434,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/omega/replay_service.py,812,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/omega/review_queue_service.py,4453,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/omega/routes.py,15504,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/omega/safety_law.py,2362,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/omega/schemas.py,7565,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/omega/semantic_extraction_service.py,4200,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/omega/why_changed_service.py,2215,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/omega/workspace_service.py,3910,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/schemas/__init__.py,0,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/schemas/auth.py,1549,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/schemas/memory.py,4449,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/services/__init__.py,0,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/services/audit_service.py,554,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/services/auth_service.py,8050,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/services/domain_event_service.py,1618,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/services/dr.py,7188,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/services/engagement_policy.py,11879,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/services/glow_service.py,54005,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/services/object_storage.py,10215,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/services/password_delivery.py,4759,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/services/password_recovery_service.py,11036,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/services/project_execution.py,27097,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/services/rate_limit.py,3599,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/services/storage_hygiene.py,5675,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/sharing/__init__.py,0,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/sharing/capsule_service.py,10841,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/tests/__init__.py,0,KEEP_TEST,executable product or release proof,retain
apps/api/app/tests/conftest.py,7280,KEEP_TEST,executable product or release proof,retain
apps/api/app/tests/fixtures/omega_cases.jsonl,882,KEEP_TEST,executable product or release proof,retain
apps/api/app/tests/fixtures/omega_v1_messy_project_cases.jsonl,8199,KEEP_TEST,executable product or release proof,retain
apps/api/app/tests/fixtures/verifier_cases.jsonl,1827,KEEP_TEST,executable product or release proof,retain
apps/api/app/tests/test_ai_provider_failures.py,3793,KEEP_TEST,executable product or release proof,retain
apps/api/app/tests/test_ai_structured_outputs.py,394,KEEP_TEST,executable product or release proof,retain
apps/api/app/tests/test_am_project_execution.py,19206,KEEP_TEST,executable product or release proof,retain
apps/api/app/tests/test_am_project_quota.py,3584,KEEP_TEST,executable product or release proof,retain
apps/api/app/tests/test_am_project_recovery.py,5509,KEEP_TEST,executable product or release proof,retain
apps/api/app/tests/test_am_project_storage.py,9550,KEEP_TEST,executable product or release proof,retain
apps/api/app/tests/test_am_projects.py,9825,KEEP_TEST,executable product or release proof,retain
apps/api/app/tests/test_auth.py,5444,KEEP_TEST,executable product or release proof,retain
apps/api/app/tests/test_billing.py,27335,KEEP_TEST,executable product or release proof,retain
apps/api/app/tests/test_bounded_load.py,2596,KEEP_TEST,executable product or release proof,retain
apps/api/app/tests/test_capsules.py,13300,KEEP_TEST,executable product or release proof,retain
apps/api/app/tests/test_cognition.py,8615,KEEP_TEST,executable product or release proof,retain
apps/api/app/tests/test_cognition_streaming.py,9626,KEEP_TEST,executable product or release proof,retain
apps/api/app/tests/test_community_completion.py,19368,KEEP_TEST,executable product or release proof,retain
apps/api/app/tests/test_consultations.py,6827,KEEP_TEST,executable product or release proof,retain
apps/api/app/tests/test_demo_seed_consultation.py,5519,KEEP_TEST,executable product or release proof,retain
apps/api/app/tests/test_dr.py,5659,KEEP_TEST,executable product or release proof,retain
apps/api/app/tests/test_feature_lock_endpoints.py,4234,KEEP_TEST,executable product or release proof,retain
apps/api/app/tests/test_group_nur.py,9401,KEEP_TEST,executable product or release proof,retain
apps/api/app/tests/test_group_research_completion.py,24237,KEEP_TEST,executable product or release proof,retain
apps/api/app/tests/test_health.py,3086,KEEP_TEST,executable product or release proof,retain
apps/api/app/tests/test_intelligence_contracts.py,7341,KEEP_TEST,executable product or release proof,retain
apps/api/app/tests/test_live_intelligence.py,7657,KEEP_TEST,executable product or release proof,retain
apps/api/app/tests/test_live_universe.py,3916,KEEP_TEST,executable product or release proof,retain
apps/api/app/tests/test_notifications.py,2987,KEEP_TEST,executable product or release proof,retain
apps/api/app/tests/test_nur_spelling_guard.py,2750,KEEP_TEST,executable product or release proof,retain
apps/api/app/tests/test_omega.py,17697,KEEP_TEST,executable product or release proof,retain
apps/api/app/tests/test_ops_diagnostics.py,2415,KEEP_TEST,executable product or release proof,retain
apps/api/app/tests/test_password_recovery.py,15024,KEEP_TEST,executable product or release proof,retain
apps/api/app/tests/test_personal_memory.py,14702,KEEP_TEST,executable product or release proof,retain
apps/api/app/tests/test_product_surfaces.py,4850,KEEP_TEST,executable product or release proof,retain
apps/api/app/tests/test_rls.py,7606,KEEP_TEST,executable product or release proof,retain
apps/api/app/tests/test_run_isolation.py,4976,KEEP_TEST,executable product or release proof,retain
apps/api/app/tests/test_sol_contract_routes.py,5776,KEEP_TEST,executable product or release proof,retain
apps/api/app/tests/test_sol_living_system.py,25942,KEEP_TEST,executable product or release proof,retain
apps/api/app/tests/test_storage_hygiene.py,5096,KEEP_TEST,executable product or release proof,retain
apps/api/app/tests/test_teach_nur.py,14874,KEEP_TEST,executable product or release proof,retain
apps/api/app/tests/test_track_a_vertical_slice.py,6294,KEEP_TEST,executable product or release proof,retain
apps/api/app/tests/test_translations.py,11081,KEEP_TEST,executable product or release proof,retain
apps/api/app/tests/test_verifier_grounding.py,866,KEEP_TEST,executable product or release proof,retain
apps/api/app/universe/__init__.py,46,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/universe/live_service.py,23306,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/workers/__init__.py,0,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/workers/celery_app.py,802,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/app/workers/tasks.py,4222,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/pyproject.toml,679,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/requirements-dev.lock,120,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/api/requirements.lock,991,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/mobile/App.tsx,1280,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/mobile/README.md,300,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/mobile/app.json,284,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/mobile/native-stubs.d.ts,610,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/mobile/package.json,439,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/mobile/tsconfig.json,279,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/web/Dockerfile,344,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/web/e2e/auth.spec.ts,1469,KEEP_TEST,executable product or release proof,retain
apps/web/e2e/button-registry.spec.ts,8837,KEEP_TEST,executable product or release proof,retain
apps/web/e2e/capsule.spec.ts,7279,KEEP_TEST,executable product or release proof,retain
apps/web/e2e/community-group-nur.spec.ts,6666,KEEP_TEST,executable product or release proof,retain
apps/web/e2e/final-webkit-mobile.spec.ts,14809,KEEP_TEST,executable product or release proof,retain
apps/web/e2e/fresh-signup.spec.ts,11766,KEEP_TEST,executable product or release proof,retain
apps/web/e2e/full-interface.spec.ts,3343,KEEP_TEST,executable product or release proof,retain
apps/web/e2e/global-setup.ts,1026,KEEP_TEST,executable product or release proof,retain
apps/web/e2e/helpers/nurMocks.ts,32866,KEEP_TEST,executable product or release proof,retain
apps/web/e2e/helpers/v197Geometry.ts,5295,KEEP_TEST,executable product or release proof,retain
apps/web/e2e/landing-auth.spec.ts,5178,KEEP_TEST,executable product or release proof,retain
apps/web/e2e/omega-research.spec.ts,14352,KEEP_TEST,executable product or release proof,retain
apps/web/e2e/presentation-auth-recovery.spec.ts,5074,KEEP_TEST,executable product or release proof,retain
apps/web/e2e/project-deliverables.spec.ts,10226,KEEP_TEST,executable product or release proof,retain
apps/web/e2e/sol-live-new-surfaces.spec.ts,4210,KEEP_TEST,executable product or release proof,retain
apps/web/e2e/sol-living-v197.spec.ts,12630,KEEP_TEST,executable product or release proof,retain
apps/web/e2e/talk-persistence.spec.ts,1693,KEEP_TEST,executable product or release proof,retain
apps/web/e2e/talk.spec.ts,16241,KEEP_TEST,executable product or release proof,retain
apps/web/e2e/track-a-mobile-webkit.spec.ts,6378,KEEP_TEST,executable product or release proof,retain
